Name,Age,Birth Year,Origin,Height,Weight,Category,Wins,Losses,Special Skills,Weapon of Choice,Patron Wealth,Equipment Quality,Public Favor,Injury History,Mental Resilience,Diet and Nutrition,Tactical Knowledge,Allegiance Network,Battle Experience,Psychological Profile,Health Status,Personal Motivation,Previous Occupation,Training Intensity,Battle Strategy,Social Standing,Crowd Appeal Techniques,Survived
Lucretius Statilius,32,147,Numidia,180,92,Retiarius,7,4,Strength,Trident,Medium,Standard,0.5391172730291459,Low,7.010593376112292,Adequate,Advanced,Moderate,11,Fearful,Excellent,Freedom,Entertainer,Medium,Balanced,Low,Charismatic,True
Cassianus Nerva,30,88,Greece,160,67,Secutor,5,1,Endurance,Gladius (Sword),Medium,Standard,0.6612240265121936,Low,4.90939784449667,Adequate,Advanced,Moderate,6,Aggressive,Excellent,Vengeance,Unemployed,Medium,Aggressive,Medium,Humble,False
Hirrus Caedicius,27,63,Germania,163,107,Secutor,10,3,Novice,Dagger,Low,Basic,0.7568585184996044,High,2.610066024473883,Poor,Basic,Strong,13,Calculative,Good,Survival,Unemployed,Low,Balanced,Medium,Humble,False
Priscus Cispius,43,160,Germania,176,74,Thraex,9,2,Speed,Dagger,Medium,Standard,0.7573605433587771,Low,6.142970382234552,Adequate,Advanced,Strong,11,Stoic,Good,Wealth,Laborer,Low,Balanced,Medium,Flamboyant,True
Salvidienus Drusus,30,35,Greece,196,95,Secutor,10,1,Agility,Dagger,Medium,Standard,0.7861537977050667,Low,3.3583864446595446,Adequate,Advanced,Strong,11,Fearful,Excellent,Freedom,Laborer,Medium,Balanced,High,Humble,True
Foslius Felix,28,223,Gaul,174,68,Hoplomachus,7,2,Tactics,Dagger,High,Superior,0.6089612443485756,Low,1.0245737298472868,Excellent,Expert,Strong,9,Calculative,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Intimidating,False
Ogulnius Foslius,39,34,Greece,177,100,Retiarius,7,2,Strength,Net,High,Superior,0.6873175327866716,Low,1.1972525358155233,Excellent,Expert,Strong,9,Stoic,Excellent,Freedom,Unemployed,Medium,Balanced,Low,Humble,False
Burrienus Silvius,25,35,Germania,172,91,Secutor,2,0,Novice,Dagger,Medium,Standard,0.5826010347003856,Low,6.105835016632725,Adequate,Intermediate,Moderate,2,Stoic,Excellent,Vengeance,Entertainer,Low,Aggressive,Medium,Charismatic,False
Severian Verus,34,37,Greece,161,57,Hoplomachus,9,3,Speed,Dagger,Medium,Standard,0.7442371823677332,Low,1.2584129771477668,Adequate,Advanced,Strong,12,Calculative,Excellent,Survival,Unemployed,Low,Defensive,High,Intimidating,False
Postumius Cato,25,93,Numidia,175,78,Murmillo,5,0,Novice,Gladius (Sword),Medium,Standard,0.7047517190687353,Low,6.258681191603236,Adequate,Basic,Strong,5,Stoic,Excellent,Freedom,Laborer,Medium,Balanced,Medium,Humble,False
Geta Lartius,25,224,Gaul,155,99,Hoplomachus,5,2,Endurance,Spear,High,Superior,0.5395907977029702,Low,6.932511409861849,Excellent,Advanced,Strong,7,Fearful,Excellent,Wealth,Entertainer,Low,Balanced,High,Intimidating,False
Munatius Granius,32,33,Gaul,177,97,Murmillo,9,6,Agility,Gladius (Sword),High,Superior,0.6575460175167401,High,1.5661396348571244,Excellent,Advanced,Strong,15,Aggressive,Good,Wealth,Unemployed,Medium,Balanced,Low,Intimidating,False
Agrippa Lucius,43,111,Germania,165,60,Thraex,12,2,Strength,Sica (Curved Sword),Medium,Standard,1.017468479203528,Low,3.532319955831868,Adequate,Expert,Strong,14,Stoic,Good,Freedom,Laborer,Low,Aggressive,Medium,Charismatic,True
Paconius Laetorius,25,166,Greece,169,87,Hoplomachus,6,0,Tactics,Spear,Low,Basic,0.6735661657118712,Low,3.206154915660123,Poor,Advanced,Moderate,6,Fearful,Excellent,Survival,Laborer,Medium,Aggressive,Medium,Charismatic,False
Crispinus Sestius,39,61,Thrace,180,70,Murmillo,11,2,Novice,Dagger,Low,Basic,0.7421430302711205,High,4.847009363958181,Poor,Intermediate,Strong,13,Stoic,Fair,Wealth,Unemployed,Medium,Aggressive,High,Flamboyant,True
Poppaedius Cornificius,35,52,Thrace,167,71,Provocator,14,3,Novice,Gladius (Sword),High,Superior,0.902672618556154,High,1.4419281780938584,Excellent,Intermediate,Strong,17,Calculative,Good,Freedom,Unemployed,Medium,Aggressive,Medium,Flamboyant,False
Tarquinius Paelignus,42,35,Numidia,179,82,Provocator,8,3,Agility,Gladius (Sword),High,Superior,0.6313995698139164,Low,4.904589897120939,Excellent,Expert,Strong,11,Stoic,Good,Freedom,Entertainer,Low,Aggressive,High,Intimidating,False
Duronius Ennius,20,142,Rome,187,83,Provocator,2,0,Novice,Gladius (Sword),High,Superior,0.5539274902714769,Low,7.333495261476019,Excellent,Basic,Strong,2,Calculative,Excellent,Glory,Soldier,Medium,Balanced,High,Intimidating,False
Manius Norbanus,42,36,Rome,169,113,Thraex,6,1,Novice,Sica (Curved Sword),Medium,Standard,0.6137495927783028,Low,4.820209906988437,Adequate,Basic,Moderate,7,Aggressive,Good,Freedom,Laborer,Medium,Aggressive,Medium,Charismatic,False
Fabius Rullianus,38,102,Germania,178,86,Provocator,11,3,Strength,Dagger,Low,Basic,0.851462104398779,High,0.9463411827829024,Poor,Advanced,Strong,14,Stoic,Fair,Wealth,Criminal,Medium,Balanced,Medium,Humble,False
Silvius Nerva,19,135,Greece,187,118,Provocator,7,3,Strength,Gladius (Sword),Medium,Standard,0.5092760838250645,Low,5.8323754991994505,Adequate,Advanced,Moderate,10,Fearful,Excellent,Wealth,Criminal,Medium,Balanced,Medium,Charismatic,True
Aulus Nautius,40,14,Numidia,147,117,Murmillo,9,2,Tactics,Dagger,Medium,Standard,0.757510613477394,Low,5.047041796240255,Adequate,Advanced,Strong,11,Calculative,Good,Wealth,Laborer,Low,Balanced,Medium,Flamboyant,True
Florian Caecilius,38,165,Rome,201,68,Retiarius,11,4,Novice,Net,Low,Basic,0.8184300011709367,High,3.765629391529766,Poor,Basic,Strong,15,Calculative,Fair,Survival,Laborer,Medium,Balanced,High,Flamboyant,False
Cassianus Papinius,32,102,Thrace,191,70,Secutor,9,3,Strength,Dagger,Medium,Standard,0.6044948119024521,High,2.516209125259417,Adequate,Expert,Moderate,12,Calculative,Good,Wealth,Entertainer,Low,Balanced,Medium,Humble,False
Orbilius Festinius,40,22,Numidia,173,65,Retiarius,9,3,Tactics,Net,Low,Basic,0.6940743544727439,Low,7.016295821151925,Poor,Advanced,Moderate,12,Fearful,Good,Survival,Criminal,Medium,Balanced,Medium,Intimidating,False
Lentulus Candidus,43,197,Greece,184,83,Secutor,10,5,Endurance,Dagger,High,Superior,0.4970499778091025,Low,5.847568654135396,Excellent,Advanced,Strong,15,Calculative,Good,Glory,Entertainer,Medium,Balanced,High,Intimidating,True
Lucanus Musonius,27,55,Rome,169,120,Murmillo,3,0,Novice,Dagger,High,Superior,0.5075422713923468,Low,4.613146895057795,Excellent,Intermediate,Strong,3,Fearful,Excellent,Wealth,Unemployed,Low,Balanced,Medium,Intimidating,False
Silvius Caedicius,25,34,Germania,182,84,Secutor,6,2,Tactics,Gladius (Sword),High,Superior,0.5415162829850243,Low,6.128507181267403,Excellent,Expert,Strong,8,Aggressive,Excellent,Glory,Laborer,Low,Balanced,High,Humble,True
Cornificius Marian,37,128,Germania,176,100,Murmillo,11,1,Novice,Dagger,Low,Basic,0.844627716965815,High,3.769365734193538,Poor,Intermediate,Strong,12,Calculative,Fair,Glory,Criminal,Medium,Aggressive,Medium,Intimidating,True
Sergian Caesennius,31,197,Germania,169,91,Murmillo,5,2,Speed,Gladius (Sword),High,Superior,0.5903043882472627,Low,6.986331499731138,Excellent,Advanced,Strong,7,Fearful,Excellent,Survival,Entertainer,Medium,Aggressive,High,Charismatic,True
Tarquinius Livius,40,164,Rome,166,108,Thraex,13,5,Tactics,Sica (Curved Sword),Low,Basic,0.7775394834602397,Low,2.224020933415697,Poor,Advanced,Strong,18,Stoic,Good,Wealth,Entertainer,Low,Balanced,Medium,Flamboyant,False
Naevius Marian,33,56,Thrace,160,76,Hoplomachus,10,3,Strength,Spear,High,Superior,0.6497597385102793,Low,5.810917428950571,Excellent,Expert,Strong,13,Stoic,Excellent,Glory,Criminal,Medium,Defensive,High,Intimidating,True
Varro Gallus,41,211,Thrace,167,90,Murmillo,10,3,Agility,Dagger,High,Superior,0.8032941760637213,Low,5.241997239124238,Excellent,Advanced,Strong,13,Stoic,Excellent,Glory,Criminal,Medium,Balanced,Medium,Intimidating,True
Egnatuleius Aulus,41,136,Numidia,156,77,Secutor,10,3,Novice,Dagger,Medium,Standard,0.6964627996489239,High,4.055440667482138,Adequate,Intermediate,Moderate,13,Fearful,Fair,Glory,Entertainer,Medium,Aggressive,Medium,Charismatic,True
Ravillius Domitian,31,209,Greece,176,95,Hoplomachus,10,3,Strength,Dagger,Low,Basic,0.6618775472509791,Low,3.180940908192861,Poor,Advanced,Moderate,13,Aggressive,Excellent,Freedom,Entertainer,Medium,Balanced,Low,Charismatic,False
Calpurnius Salvius,27,185,Gaul,180,86,Provocator,5,2,Novice,Gladius (Sword),Medium,Standard,0.5653204385759002,Low,9.464985500141424,Adequate,Intermediate,Moderate,7,Fearful,Excellent,Survival,Laborer,Medium,Balanced,Medium,Humble,False
Iulius Curtius,38,81,Greece,164,71,Thraex,9,1,Novice,Dagger,Low,Basic,0.6576328077892166,Low,4.437859387439687,Poor,Intermediate,Moderate,10,Fearful,Good,Freedom,Laborer,Medium,Aggressive,Medium,Intimidating,True
Potitius Donatus,32,84,Greece,171,90,Secutor,14,3,Speed,Gladius (Sword),Low,Basic,0.812547209070641,Low,6.633271834624587,Poor,Advanced,Strong,17,Aggressive,Excellent,Survival,Entertainer,Low,Balanced,High,Humble,True
Sertorius Galerius,37,15,Greece,155,104,Thraex,4,0,Agility,Dagger,Medium,Standard,0.609399744128744,Low,5.02888861456413,Adequate,Advanced,Moderate,4,Aggressive,Good,Glory,Criminal,Medium,Balanced,Medium,Intimidating,False
Hirrus Cincinnatus,21,122,Numidia,170,75,Murmillo,10,2,Novice,Dagger,Medium,Standard,0.8831693644439412,High,8.64332807993294,Adequate,Intermediate,Strong,12,Stoic,Excellent,Freedom,Soldier,Medium,Balanced,High,Charismatic,True
Horatius Postumius,37,55,Numidia,167,108,Hoplomachus,12,4,Novice,Dagger,Medium,Standard,0.9099265308251576,High,3.75275474839884,Adequate,Basic,Strong,16,Fearful,Fair,Glory,Criminal,Medium,Balanced,Medium,Intimidating,True
Baebius Junius,18,62,Greece,175,84,Retiarius,4,1,Novice,Trident,Medium,Standard,0.5589171211634688,Low,7.050712016321812,Adequate,Basic,Moderate,5,Calculative,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,False
Sornatius Pinarus,22,67,Gaul,167,91,Murmillo,5,0,Novice,Dagger,High,Superior,0.5955898248091186,Low,3.466310080870408,Excellent,Intermediate,Strong,5,Calculative,Excellent,Glory,Soldier,Low,Aggressive,High,Charismatic,True
Curtius Rufrius,41,93,Greece,171,99,Thraex,8,2,Tactics,Dagger,Medium,Standard,0.7457573716087236,High,3.5567855160218387,Adequate,Advanced,Strong,10,Calculative,Fair,Glory,Unemployed,Medium,Balanced,Medium,Humble,True
Rufius Orbilius,31,112,Greece,195,109,Thraex,7,1,Agility,Sica (Curved Sword),Medium,Standard,0.8089413263992631,Low,6.222749664825119,Adequate,Advanced,Strong,8,Aggressive,Excellent,Freedom,Criminal,Low,Aggressive,Low,Charismatic,False
Porcius Cispius,40,12,Numidia,192,97,Thraex,11,2,Endurance,Dagger,Medium,Standard,0.8254200032937932,High,3.5865076487956737,Adequate,Advanced,Strong,13,Fearful,Fair,Wealth,Entertainer,Medium,Aggressive,High,Intimidating,False
Minicius Papinius,25,178,Gaul,175,98,Secutor,4,0,Novice,Gladius (Sword),High,Superior,0.6807112961933915,Low,5.31851149981106,Excellent,Intermediate,Strong,4,Aggressive,Excellent,Freedom,Laborer,Medium,Aggressive,Medium,Humble,True
Antonius Cornutus,40,51,Rome,176,90,Provocator,6,2,Novice,Dagger,Medium,Standard,0.6012677913605536,Low,2.3112003211215546,Adequate,Basic,Moderate,8,Fearful,Good,Vengeance,Laborer,Medium,Balanced,Medium,Charismatic,False
Salvidienus Julius,26,65,Germania,168,111,Retiarius,7,2,Agility,Net,Low,Basic,0.7276133924935645,Low,4.597969788130789,Poor,Advanced,Strong,9,Calculative,Excellent,Glory,Criminal,Medium,Defensive,Low,Humble,True
Nasidienus Egnatuleius,26,128,Germania,192,111,Murmillo,9,1,Endurance,Dagger,Medium,Standard,0.7964571603867512,Low,5.421251575209457,Adequate,Advanced,Strong,10,Stoic,Excellent,Vengeance,Laborer,Low,Aggressive,Medium,Intimidating,True
Primitivus Maximian,27,34,Greece,163,79,Murmillo,9,6,Speed,Gladius (Sword),Medium,Standard,0.5713349704015086,High,4.229460143726542,Adequate,Advanced,Moderate,15,Fearful,Good,Vengeance,Unemployed,Medium,Aggressive,Medium,Intimidating,False
Considius Burrienus,25,33,Thrace,178,67,Retiarius,6,2,Speed,Net,Medium,Standard,0.6363371955531607,Low,7.101758188683327,Adequate,Expert,Moderate,8,Calculative,Excellent,Vengeance,Entertainer,Low,Aggressive,Medium,Charismatic,False
Junius Salvidienus,18,190,Greece,179,85,Murmillo,3,0,Speed,Dagger,High,Superior,0.4484771975391113,Low,4.480408083003907,Excellent,Advanced,Strong,3,Fearful,Excellent,Vengeance,Criminal,Medium,Balanced,Medium,Charismatic,False
Mucius Crispus,19,31,Thrace,171,95,Thraex,4,0,Novice,Dagger,High,Superior,0.557125834717293,Low,4.315886538533233,Excellent,Intermediate,Strong,4,Calculative,Excellent,Freedom,Unemployed,Medium,Balanced,High,Humble,False
Sulpicius Pontidius,45,174,Thrace,191,96,Murmillo,21,4,Novice,Dagger,Low,Basic,0.8848478351721708,High,2.61704752936448,Poor,Intermediate,Strong,25,Stoic,Fair,Freedom,Laborer,Low,Balanced,Medium,Charismatic,True
Rebilus Opellius,24,210,Rome,183,89,Provocator,3,0,Novice,Dagger,Medium,Standard,0.5441484842214152,Low,2.1008024068609177,Adequate,Intermediate,Moderate,3,Fearful,Excellent,Vengeance,Soldier,Medium,Balanced,Medium,Humble,False
Afranius Lucretius,30,20,Gaul,177,112,Secutor,8,2,Tactics,Dagger,Low,Basic,0.7753720703936768,Low,5.498414920392614,Poor,Advanced,Strong,10,Stoic,Excellent,Wealth,Entertainer,Medium,Defensive,Low,Humble,True
Fulcinia Florian,35,139,Gaul,176,97,Thraex,12,2,Speed,Dagger,High,Superior,0.9088687012237892,High,4.2750758944344565,Excellent,Expert,Strong,14,Stoic,Good,Survival,Laborer,Medium,Balanced,Medium,Intimidating,True
Memmius Novellius,18,69,Numidia,189,86,Secutor,7,2,Tactics,Dagger,Low,Basic,0.6240499446176626,Low,5.549681670244809,Poor,Expert,Moderate,9,Calculative,Excellent,Wealth,Laborer,Medium,Balanced,Medium,Humble,False
Ofilius Calpurnius,25,300,Gaul,184,62,Hoplomachus,6,1,Strength,Dagger,High,Superior,0.7586877980518723,Low,7.822073286296038,Excellent,Advanced,Strong,7,Stoic,Excellent,Glory,Laborer,Medium,Balanced,Medium,Intimidating,True
Fabianus Maecenas,24,59,Germania,173,81,Provocator,6,2,Speed,Gladius (Sword),Low,Basic,0.553587464158095,Low,3.907926757061272,Poor,Expert,Moderate,8,Stoic,Excellent,Vengeance,Unemployed,High,Defensive,Medium,Intimidating,False
Domitius Hirrus,42,96,Germania,179,61,Thraex,18,2,Speed,Dagger,Low,Basic,0.843149127402823,High,2.9954878817457966,Poor,Advanced,Strong,20,Aggressive,Fair,Wealth,Entertainer,Medium,Aggressive,High,Charismatic,True
Claudius Marian,37,135,Gaul,188,75,Hoplomachus,7,3,Novice,Spear,High,Superior,0.5710216421788514,Low,3.048340651920096,Excellent,Basic,Strong,10,Fearful,Excellent,Freedom,Laborer,Medium,Aggressive,High,Humble,False
Vitalis Sempronius,23,35,Numidia,177,60,Hoplomachus,7,1,Agility,Spear,Low,Basic,0.6952892998625883,Low,4.401849287085268,Poor,Expert,Moderate,8,Stoic,Excellent,Survival,Criminal,Medium,Aggressive,Medium,Intimidating,False
Nasidius Celsus,30,28,Numidia,181,75,Thraex,7,2,Agility,Sica (Curved Sword),Low,Basic,0.782901742717953,Low,4.89943998679309,Poor,Advanced,Strong,9,Aggressive,Excellent,Wealth,Entertainer,Medium,Aggressive,High,Intimidating,False
Aelius Pacilius,42,18,Germania,202,110,Hoplomachus,9,3,Agility,Spear,Low,Basic,0.6710317787593859,Low,8.784540539212992,Poor,Expert,Moderate,12,Calculative,Good,Glory,Unemployed,Low,Balanced,Medium,Humble,False
Fulcinia Crispinus,27,61,Rome,174,79,Provocator,8,5,Tactics,Gladius (Sword),Medium,Standard,0.4585449986157616,High,0.9650258132826688,Adequate,Expert,Moderate,13,Calculative,Good,Glory,Criminal,Medium,Aggressive,Medium,Humble,False
Percennius Diocletian,35,39,Germania,176,80,Hoplomachus,14,5,Tactics,Dagger,High,Superior,0.8712767638914523,High,4.124567327453197,Excellent,Advanced,Strong,19,Stoic,Good,Wealth,Criminal,Low,Aggressive,Low,Charismatic,True
Mamilius Suetonius,38,164,Numidia,158,77,Murmillo,13,1,Agility,Dagger,Low,Basic,0.91184194305849,Low,6.423773533426431,Poor,Advanced,Strong,14,Calculative,Good,Wealth,Criminal,Low,Defensive,Medium,Intimidating,True
Duronius Appius,29,23,Germania,157,90,Secutor,8,3,Agility,Gladius (Sword),Medium,Standard,0.6033653958649494,Low,1.0251497783106112,Adequate,Advanced,Moderate,11,Stoic,Excellent,Glory,Criminal,Low,Aggressive,Medium,Intimidating,False
Aelius Primitivus,19,60,Greece,184,73,Thraex,3,1,Novice,Sica (Curved Sword),High,Superior,0.4568022110522592,Low,5.79484831274976,Excellent,Basic,Strong,4,Stoic,Excellent,Vengeance,Soldier,Medium,Balanced,High,Intimidating,False
Paelignus Seccius,26,49,Greece,183,73,Hoplomachus,7,1,Novice,Dagger,High,Superior,0.5858612739598493,High,4.146851828373136,Excellent,Intermediate,Strong,8,Calculative,Excellent,Survival,Entertainer,Low,Aggressive,Low,Humble,True
Celsus Cassius,43,144,Gaul,191,99,Hoplomachus,7,4,Novice,Spear,Medium,Standard,0.5311866121523785,Low,5.25059116151903,Adequate,Basic,Moderate,11,Stoic,Good,Survival,Criminal,Medium,Balanced,Medium,Intimidating,False
Musonius Cicero,37,100,Germania,169,76,Secutor,8,3,Agility,Dagger,Low,Basic,0.6563660356383557,Low,4.534457649605999,Poor,Expert,Moderate,11,Fearful,Good,Survival,Unemployed,Medium,Aggressive,Low,Humble,False
Gaius Pontidius,24,58,Rome,175,92,Thraex,6,1,Speed,Dagger,High,Superior,0.7768478606575474,Low,8.109548985339181,Excellent,Advanced,Strong,7,Fearful,Excellent,Survival,Laborer,Medium,Defensive,Medium,Intimidating,True
Mallius Anatolius,18,126,Thrace,177,80,Thraex,7,1,Endurance,Sica (Curved Sword),High,Superior,0.6997661271758188,Low,8.885320098607071,Excellent,Expert,Strong,8,Calculative,Excellent,Glory,Criminal,High,Aggressive,High,Intimidating,True
Urbanus Flavius,32,55,Greece,182,70,Secutor,11,6,Speed,Dagger,Medium,Standard,0.831734326217988,High,5.725173670892081,Adequate,Advanced,Strong,17,Calculative,Good,Glory,Unemployed,Medium,Balanced,Medium,Flamboyant,True
Vitus Festus,37,33,Thrace,167,60,Hoplomachus,6,1,Novice,Dagger,Medium,Standard,0.5983133639282222,Low,6.12967587354363,Adequate,Basic,Moderate,7,Calculative,Good,Vengeance,Entertainer,Low,Aggressive,Low,Humble,False
Tarquinius Lentulus,42,62,Numidia,176,76,Hoplomachus,21,5,Agility,Dagger,Medium,Standard,0.9376283800116468,High,1.6577339075081248,Adequate,Expert,Strong,26,Calculative,Fair,Glory,Entertainer,Medium,Aggressive,High,Charismatic,True
Musonius Fabius,41,52,Rome,162,91,Secutor,6,1,Tactics,Gladius (Sword),Low,Basic,0.6139389829411345,Low,2.005892901438934,Poor,Advanced,Moderate,7,Aggressive,Good,Wealth,Unemployed,Low,Balanced,Medium,Charismatic,False
Poppaedius Amulius,43,156,Thrace,166,63,Hoplomachus,10,4,Novice,Spear,High,Superior,0.6595699431688313,Low,4.514480828842663,Excellent,Intermediate,Strong,14,Fearful,Good,Freedom,Unemployed,Medium,Aggressive,High,Humble,True
Magnentius Pompeius,21,34,Germania,177,90,Secutor,6,3,Speed,Gladius (Sword),High,Superior,0.5513371978001801,High,4.651489216392905,Excellent,Expert,Strong,9,Stoic,Excellent,Survival,Entertainer,High,Aggressive,High,Intimidating,False
Burrienus Granius,32,39,Thrace,177,61,Thraex,5,1,Novice,Sica (Curved Sword),High,Superior,0.5572350755360248,Low,4.034910738307638,Excellent,Intermediate,Strong,6,Aggressive,Excellent,Freedom,Entertainer,Low,Balanced,Medium,Humble,False
Porcius Suetonius,28,48,Greece,162,87,Provocator,5,2,Strength,Dagger,High,Superior,0.659604064112841,Low,7.500755936228914,Excellent,Expert,Strong,7,Fearful,Excellent,Freedom,Entertainer,Medium,Aggressive,Low,Humble,False
Cassianus Justus,44,20,Gaul,168,74,Secutor,12,4,Novice,Dagger,Low,Basic,0.7983647469451325,High,1.016394537374578,Poor,Intermediate,Strong,16,Fearful,Fair,Vengeance,Entertainer,Medium,Aggressive,High,Flamboyant,False
Cinna Foslius,19,40,Gaul,191,54,Secutor,4,1,Novice,Dagger,Low,Basic,0.432375154558057,Low,6.030383735730911,Poor,Intermediate,Moderate,5,Aggressive,Excellent,Wealth,Criminal,High,Aggressive,Low,Intimidating,False
Publicius Petilius,23,54,Thrace,176,94,Retiarius,2,1,Novice,Trident,Medium,Standard,0.4544062921687137,Low,7.539012792585824,Adequate,Intermediate,Moderate,3,Calculative,Excellent,Glory,Soldier,Medium,Balanced,Medium,Intimidating,False
Ennius Cominius,33,129,Greece,182,56,Retiarius,7,2,Endurance,Net,Medium,Standard,0.5721713631425145,Low,6.335942697993863,Adequate,Expert,Moderate,9,Fearful,Excellent,Freedom,Entertainer,Medium,Balanced,Medium,Intimidating,True
Flaccus Pompeius,33,31,Greece,179,100,Murmillo,4,1,Endurance,Dagger,Medium,Standard,0.5126713712263926,Low,3.9107503918654425,Adequate,Advanced,Moderate,5,Calculative,Excellent,Survival,Criminal,Medium,Balanced,Medium,Charismatic,False
Nero Mescinius,45,88,Greece,179,105,Provocator,18,10,Tactics,Gladius (Sword),Low,Basic,0.7349231786392008,High,1.4807556625521563,Poor,Advanced,Strong,28,Stoic,Fair,Survival,Entertainer,Medium,Aggressive,High,Humble,False
